word	prediction	gold_label
mr	NEUTRAL	NEUTRAL
holmes	NEGATIVE	NEUTRAL
,	NEGATIVE	NEUTRAL
a	NEUTRAL	NEUTRAL
picker	NEGATIVE	NEUTRAL
up	NEUTRAL	NEUTRAL
of	NEGATIVE	NEUTRAL
shells	NEGATIVE	NEUTRAL
on	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
shores	NEGATIVE	NEUTRAL
of	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
great	NEGATIVE	NEUTRAL
unknown	NEGATIVE	NEUTRAL
ocean	NEGATIVE	NEUTRAL
.	NEGATIVE	NEUTRAL
i	NEGATIVE	NEUTRAL
presume	NEGATIVE	NEUTRAL
that	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
is	NEGATIVE	NEUTRAL
mr	NEUTRAL	NEUTRAL
sherlock	NEGATIVE	NEUTRAL
holmes	NEGATIVE	NEUTRAL
whom	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
am	NEGATIVE	NEUTRAL
addressing	NEUTRAL	NEUTRAL
and	NEGATIVE	NEUTRAL
not -	NEGATIVE	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
no	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
this	NEGATIVE	NEUTRAL
is	NEGATIVE	NEUTRAL
my	NEUTRAL	NEUTRAL
friend	NEGATIVE	NEUTRAL
dr	NEUTRAL	NEUTRAL
watson	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
glad	NEGATIVE	POSITIVE
to	NEUTRAL	NEUTRAL
meet	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
sir	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
heard	NEUTRAL	NEUTRAL
your	NEUTRAL	NEUTRAL
name	NEUTRAL	NEUTRAL
mentioned	NEGATIVE	NEUTRAL
in	NEGATIVE	NEUTRAL
connection	NEGATIVE	NEUTRAL
with	NEGATIVE	NEUTRAL
that	NEGATIVE	NEUTRAL
of	NEGATIVE	NEUTRAL
your	NEUTRAL	NEUTRAL
friend	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
interest	NEGATIVE	POSITIVE
me	NEUTRAL	NEUTRAL
very	NEUTRAL	NEUTRAL
much	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
mr	NEUTRAL	NEUTRAL
holmes	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
i	NEGATIVE	NEUTRAL
had	NEGATIVE	NEUTRAL
hardly	NEGATIVE	NEUTRAL
expected	NEGATIVE	NEUTRAL
so	NEGATIVE	NEUTRAL
dolichocephalic	NEGATIVE	NEUTRAL
a	NEGATIVE	NEUTRAL
skull	NEGATIVE	NEUTRAL
or	NEUTRAL	NEUTRAL
such	NEUTRAL	NEUTRAL
well - marked	NEGATIVE	NEUTRAL
supra - orbital	NEGATIVE	NEUTRAL
development	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
would	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
any	NEUTRAL	NEUTRAL
objection	NEUTRAL	NEGATIVE
to	NEUTRAL	NEUTRAL
my	NEUTRAL	NEUTRAL
running	NEGATIVE	NEUTRAL
my	NEGATIVE	NEUTRAL
finger	NEGATIVE	NEUTRAL
along	NEGATIVE	NEUTRAL
your	NEUTRAL	NEUTRAL
parietal	NEGATIVE	NEUTRAL
fissure	NEGATIVE	NEUTRAL
?	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
cast	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
your	NEUTRAL	NEUTRAL
skull	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
sir	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
until	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
original	NEUTRAL	NEUTRAL
is	NEUTRAL	NEUTRAL
available	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
would	NEUTRAL	NEUTRAL
be	NEUTRAL	NEUTRAL
an	NEUTRAL	NEUTRAL
ornament	NEUTRAL	POSITIVE
to	NEUTRAL	NEUTRAL
any	NEUTRAL	NEUTRAL
anthropological	NEGATIVE	NEUTRAL
museum	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
is	NEUTRAL	NEUTRAL
not	NEUTRAL	NEUTRAL
my	NEUTRAL	NEUTRAL
intention	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
be	NEGATIVE	NEUTRAL
fulsome	NEGATIVE	NEGATIVE
,	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
confess	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
covet	NEUTRAL	NEUTRAL
your	NEUTRAL	NEUTRAL
skull	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
sherlock	NEUTRAL	NEUTRAL
holmes	NEUTRAL	NEUTRAL
waved	NEUTRAL	NEUTRAL
our	NEUTRAL	NEUTRAL
strange	NEUTRAL	NEUTRAL
visitor	NEUTRAL	NEUTRAL
into	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
chair	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
are	NEUTRAL	NEUTRAL
an	NEUTRAL	NEUTRAL
enthusiast	NEUTRAL	POSITIVE
in	NEUTRAL	NEUTRAL
your	NEUTRAL	NEUTRAL
line	NEUTRAL	NEUTRAL
of	NEGATIVE	NEUTRAL
thought	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
perceive	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
sir	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
am	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
mine	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
observe	NEUTRAL	NEUTRAL
from	NEGATIVE	NEUTRAL
your	NEGATIVE	NEUTRAL
forefinger	NEGATIVE	NEUTRAL
that	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
make	NEGATIVE	NEUTRAL
your	NEUTRAL	NEUTRAL
own	NEUTRAL	NEUTRAL
cigarettes	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
have	NEGATIVE	NEUTRAL
no	NEUTRAL	NEUTRAL
hesitation	NEUTRAL	NEUTRAL
in	NEGATIVE	NEUTRAL
lighting	NEGATIVE	NEUTRAL
one	NEGATIVE	NEUTRAL
.	NEGATIVE	NEUTRAL
'	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
man	NEGATIVE	NEUTRAL
drew	NEUTRAL	NEUTRAL
out	NEGATIVE	NEUTRAL
paper	NEGATIVE	NEUTRAL
and	NEUTRAL	NEUTRAL
tobacco	NEUTRAL	NEUTRAL
and	NEGATIVE	NEUTRAL
twirled	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
one	NEGATIVE	NEUTRAL
up	NEGATIVE	NEUTRAL
in	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
other	NEGATIVE	NEUTRAL
with	NEGATIVE	NEUTRAL
surprising	NEGATIVE	NEUTRAL
dexterity	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
he	NEGATIVE	NEUTRAL
had	NEUTRAL	NEUTRAL
long	NEGATIVE	NEUTRAL
,	NEGATIVE	NEUTRAL
quivering	NEGATIVE	NEUTRAL
fingers	NEGATIVE	NEUTRAL
as	NEUTRAL	NEUTRAL
agile	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
restless	NEGATIVE	NEGATIVE
as	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
antennae	NEGATIVE	NEUTRAL
of	NEUTRAL	NEUTRAL
an	NEUTRAL	NEUTRAL
insect	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
holmes	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
silent	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
little	NEGATIVE	NEUTRAL
darting	NEUTRAL	NEUTRAL
glances	NEUTRAL	NEUTRAL
showed	NEUTRAL	NEUTRAL
me	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
interest	NEUTRAL	NEUTRAL
which	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
took	NEUTRAL	NEUTRAL
in	NEGATIVE	NEUTRAL
our	NEUTRAL	NEUTRAL
curious	NEUTRAL	NEUTRAL
companion	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
presume	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
sir	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
at	NEUTRAL	NEUTRAL
last	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
was	NEUTRAL	NEUTRAL
not	NEUTRAL	NEUTRAL
merely	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
purpose	NEUTRAL	NEUTRAL
of	NEGATIVE	NEUTRAL
examining	NEUTRAL	NEUTRAL
my	NEUTRAL	NEUTRAL
skull	NEGATIVE	NEUTRAL
that	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
done	NEUTRAL	NEUTRAL
me	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
honour	NEUTRAL	POSITIVE
to	NEGATIVE	NEUTRAL
call	NEGATIVE	NEUTRAL
here	NEGATIVE	NEUTRAL
last	NEUTRAL	NEUTRAL
night	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
again	NEUTRAL	NEUTRAL
to - day	NEGATIVE	NEUTRAL
?	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
no	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
sir	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
no	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
though	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
am	NEUTRAL	NEUTRAL
happy	NEGATIVE	POSITIVE
to	NEGATIVE	NEUTRAL
have	NEGATIVE	NEUTRAL
had	NEGATIVE	NEUTRAL
the	NEUTRAL	NEUTRAL
opportunity	NEUTRAL	NEUTRAL
of	NEGATIVE	NEUTRAL
doing	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
well	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
came	NEUTRAL	NEUTRAL
to	NEGATIVE	NEUTRAL
you	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
mr	NEUTRAL	NEUTRAL
holmes	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
because	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
recognise	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
am	NEUTRAL	NEUTRAL
myself	NEUTRAL	NEUTRAL
an	NEUTRAL	NEUTRAL
unpractical	NEGATIVE	NEGATIVE
man	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
because	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
am	NEUTRAL	NEUTRAL
suddenly	NEUTRAL	NEUTRAL
confronted	NEUTRAL	NEUTRAL
with	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
most	NEGATIVE	NEUTRAL
serious	NEUTRAL	NEGATIVE
and	NEUTRAL	NEUTRAL
extraordinary	NEUTRAL	NEUTRAL
problem	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
recognising	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
do	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
you	NEGATIVE	NEUTRAL
are	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
second	NEGATIVE	NEUTRAL
highest	NEGATIVE	NEUTRAL
expert	NEGATIVE	POSITIVE
in	NEGATIVE	NEUTRAL
europe -	NEGATIVE	NEUTRAL
'	NEGATIVE	NEUTRAL
'	NEUTRAL	NEUTRAL
indeed	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
sir	NEGATIVE	NEUTRAL
!	NEUTRAL	NEUTRAL
may	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
inquire	NEUTRAL	NEUTRAL
who	NEGATIVE	NEUTRAL
has	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
honour	NEUTRAL	POSITIVE
to	NEGATIVE	NEUTRAL
be	NEGATIVE	NEUTRAL
the	NEUTRAL	NEUTRAL
first	NEGATIVE	NEUTRAL
?	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
asked	NEUTRAL	NEUTRAL
holmes	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
with	NEUTRAL	NEUTRAL
some	NEUTRAL	NEUTRAL
asperity	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
man	NEGATIVE	NEUTRAL
of	NEUTRAL	NEUTRAL
precisely	NEGATIVE	NEUTRAL
scientific	NEGATIVE	NEUTRAL
mind	NEGATIVE	NEUTRAL
the	NEUTRAL	NEUTRAL
work	NEGATIVE	NEUTRAL
of	NEGATIVE	NEUTRAL
monsieur	NEGATIVE	NEUTRAL
bertillon	NEGATIVE	NEUTRAL
must	NEUTRAL	NEUTRAL
always	NEGATIVE	NEUTRAL
appeal	NEUTRAL	POSITIVE
strongly	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
then	NEUTRAL	NEUTRAL
had	NEGATIVE	NEUTRAL
you	NEGATIVE	NEUTRAL
not	NEGATIVE	NEUTRAL
better	NEGATIVE	NEUTRAL
consult	NEGATIVE	NEUTRAL
him	NEGATIVE	NEUTRAL
?	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
'	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
sir	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
precisely	NEGATIVE	NEUTRAL
scientific	NEGATIVE	NEUTRAL
mind	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
as	NEGATIVE	NEUTRAL
a	NEUTRAL	NEUTRAL
practical	NEGATIVE	NEUTRAL
man	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
affairs	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
is	NEUTRAL	NEUTRAL
acknowledged	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
stand	NEUTRAL	NEUTRAL
alone	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
trust	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
sir	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
have	NEGATIVE	NEUTRAL
not	NEUTRAL	NEUTRAL
inadvertently -	NEGATIVE	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
just	NEGATIVE	NEUTRAL
a	NEUTRAL	NEUTRAL
little	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
holmes	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
i	NEUTRAL	NEUTRAL
think	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
dr	NEGATIVE	NEUTRAL
mortimer	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
would	NEGATIVE	NEUTRAL
do	NEGATIVE	NEUTRAL
wisely	NEUTRAL	POSITIVE
if	NEGATIVE	NEUTRAL
without	NEUTRAL	NEUTRAL
more	NEGATIVE	NEUTRAL
ado	NEGATIVE	NEUTRAL
you	NEUTRAL	NEUTRAL
would	NEGATIVE	NEUTRAL
kindly	NEGATIVE	POSITIVE
tell	NEGATIVE	NEUTRAL
me	NEUTRAL	NEUTRAL
plainly	NEGATIVE	NEUTRAL
what	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
exact	NEGATIVE	NEUTRAL
nature	NEGATIVE	NEUTRAL
of	NEGATIVE	NEUTRAL
the	NEUTRAL	NEUTRAL
problem	NEUTRAL	NEUTRAL
is	NEUTRAL	NEUTRAL
in	NEGATIVE	NEUTRAL
which	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
demand	NEGATIVE	NEUTRAL
my	NEUTRAL	NEUTRAL
assistance	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
chapter	NEUTRAL	NEUTRAL
2	NEUTRAL	NEUTRAL
:	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
curse	NEUTRAL	NEUTRAL
of	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
baskervilles	NEGATIVE	NEUTRAL
'	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
in	NEGATIVE	NEUTRAL
my	NEUTRAL	NEUTRAL
pocket	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
manuscript	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
dr	NEUTRAL	NEUTRAL
james	NEUTRAL	NEUTRAL
mortimer	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
observed	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
as	NEGATIVE	NEUTRAL
you	NEUTRAL	NEUTRAL
entered	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
room	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
holmes	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
is	NEUTRAL	NEUTRAL
an	NEUTRAL	NEUTRAL
old	NEUTRAL	NEUTRAL
manuscript	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
early	NEUTRAL	NEUTRAL
eighteenth	NEUTRAL	NEUTRAL
century	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
unless	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
is	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
forgery	NEGATIVE	NEGATIVE
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
how	NEGATIVE	NEUTRAL
can	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
say	NEGATIVE	NEUTRAL
that	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
sir	NEGATIVE	NEUTRAL
?	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
'	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
presented	NEUTRAL	NEUTRAL
an	NEUTRAL	NEUTRAL
inch	NEUTRAL	NEUTRAL
or	NEUTRAL	NEUTRAL
two	NEGATIVE	NEUTRAL
of	NEGATIVE	NEUTRAL
it	NEGATIVE	NEUTRAL
to	NEUTRAL	NEUTRAL
my	NEUTRAL	NEUTRAL
examination	NEUTRAL	NEUTRAL
all	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
time	NEGATIVE	NEUTRAL
that	NEUTRAL	NEUTRAL
you	NEGATIVE	NEUTRAL
have	NEGATIVE	NEUTRAL
been	NEGATIVE	NEUTRAL
talking	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
would	NEUTRAL	NEUTRAL
be	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
poor	NEUTRAL	NEGATIVE
expert	NEGATIVE	NEUTRAL
who	NEUTRAL	NEUTRAL
could	NEUTRAL	NEUTRAL
not	NEUTRAL	NEUTRAL
give	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
date	NEGATIVE	NEUTRAL
of	NEGATIVE	NEUTRAL
a	NEGATIVE	NEUTRAL
document	NEGATIVE	NEUTRAL
within	NEGATIVE	NEUTRAL
a	NEGATIVE	NEUTRAL
decade	NEGATIVE	NEUTRAL
or	NEGATIVE	NEUTRAL
so	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
may	NEUTRAL	NEUTRAL
possibly	NEUTRAL	NEUTRAL
have	NEGATIVE	NEUTRAL
read	NEUTRAL	NEUTRAL
my	NEGATIVE	NEUTRAL
little	NEGATIVE	NEUTRAL
monograph	NEGATIVE	NEUTRAL
upon	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
subject	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
i	NEGATIVE	NEUTRAL
put	NEGATIVE	NEUTRAL
that	NEGATIVE	NEUTRAL
at	NEGATIVE	NEUTRAL
1730	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
exact	NEGATIVE	NEUTRAL
date	NEGATIVE	NEUTRAL
is	NEGATIVE	NEUTRAL
1742	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
dr	NEGATIVE	NEUTRAL
mortimer	NEUTRAL	NEUTRAL
drew	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
from	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
breast - pocket	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
this	NEUTRAL	NEUTRAL
family	NEGATIVE	NEUTRAL
paper	NEGATIVE	NEUTRAL
was	NEUTRAL	NEUTRAL
committed	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
my	NEUTRAL	NEUTRAL
care	NEUTRAL	NEUTRAL
by	NEGATIVE	NEUTRAL
sir	NEGATIVE	NEUTRAL
charles	NEUTRAL	NEUTRAL
baskerville	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
whose	NEUTRAL	NEUTRAL
sudden	NEGATIVE	NEUTRAL
and	NEUTRAL	NEUTRAL
tragic	NEGATIVE	NEGATIVE
death	NEUTRAL	NEGATIVE
some	NEUTRAL	NEUTRAL
three	NEUTRAL	NEUTRAL
months	NEUTRAL	NEUTRAL
ago	NEUTRAL	NEUTRAL
created	NEUTRAL	NEUTRAL
so	NEGATIVE	NEUTRAL
much	NEUTRAL	NEUTRAL
excitement	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
devonshire	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
i	NEGATIVE	NEUTRAL
may	NEGATIVE	NEUTRAL
say	NEGATIVE	NEUTRAL
that	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
personal	NEUTRAL	NEUTRAL
friend	NEGATIVE	POSITIVE
as	NEUTRAL	NEUTRAL
well	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
medical	NEGATIVE	NEUTRAL
attendant	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
strong - minded	NEUTRAL	POSITIVE
man	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
sir	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
shrewd	NEGATIVE	POSITIVE
,	NEUTRAL	NEUTRAL
practical	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
as	NEGATIVE	NEUTRAL
unimaginative	NEUTRAL	NEGATIVE
as	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
am	NEUTRAL	NEUTRAL
myself	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
yet	NEUTRAL	NEUTRAL
he	NEGATIVE	NEUTRAL
took	NEUTRAL	NEUTRAL
this	NEGATIVE	NEUTRAL
document	NEGATIVE	NEUTRAL
very	NEUTRAL	NEUTRAL
seriously	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEGATIVE	NEUTRAL
his	NEGATIVE	NEUTRAL
mind	NEGATIVE	NEUTRAL
was	NEGATIVE	NEUTRAL
prepared	NEGATIVE	NEUTRAL
for	NEUTRAL	NEUTRAL
just	NEGATIVE	NEUTRAL
such	NEUTRAL	NEUTRAL
an	NEUTRAL	NEUTRAL
end	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
did	NEGATIVE	NEUTRAL
eventually	NEGATIVE	NEUTRAL
overtake	NEUTRAL	NEUTRAL
him	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
holmes	NEUTRAL	NEUTRAL
stretched	NEUTRAL	NEUTRAL
out	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
hand	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
manuscript	NEGATIVE	NEUTRAL
and	NEUTRAL	NEUTRAL
flattened	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
